product_id,product_name,brand,main_category,sub_category,activity,gender,color,material,closure,fit,price_inr,discount_pct,final_price_inr,rating,rating_count,popularity_score,cushioning,arch_support,breathability,durability,weight_g,heel_drop_mm,sole_type,surface,water_resistant,season,size_range,inventory_units,launch_month,trend_score,style_tag
SH0107,Adidas Prime Lifestyle Sneakers Beige,Adidas,Shoes,lifestyle sneakers,Lifestyle,Girls,Beige,Mesh,Buckle,Wide,4592,20,3673.6,4.2,142,100,Low,Medium,Medium,Very High,486,10,Phylon,Court,No,All Season,2-6,131,2,51,rugged
SH0108,Nike Edge Lifestyle Sneakers Blue,Nike,Shoes,lifestyle sneakers,Lifestyle,Boys,Blue,Synthetic,Elastic,Wide,3402,15,2891.7,3.9,38,63,Medium,Medium,Low,Medium,875,12,Phylon,Road,No,All Season,3-7,183,11,47,premium
SH0109,Reebok Pro Cross Trainers Red,Reebok,Shoes,cross trainers,Training,Men,Red,Mesh,Slip-On,Slim,4831,10,4347.9,4.3,54,100,Medium,Low,Low,High,894,8,PU,Road,No,All Season,6-10,85,2,67,lightweight
SH0110,Bata Max Slip-On Walkers Brown,Bata,Shoes,slip-on walkers,Walking,Men,Brown,Leather,Lace-Up,Slim,2830,15,2405.5,4.6,60,100,Medium,High,Low,High,793,8,TPU,Indoor,No,All Season,6-10,226,7,53,minimal
SH0111,Skechers Pulse Comfort Walkers Beige,Skechers,Shoes,comfort walkers,Walking,Unisex,Beige,Synthetic,Buckle,Regular,6621,15,5627.85,4.0,154,100,Medium,High,Low,High,446,4,Foam,Trail,No,All Season,6-10,157,4,36,sporty
SH0112,Hush Puppies Stride Canvas Shoes Tan,Hush Puppies,Shoes,canvas shoes,Casual,Unisex,Tan,Rubberized knit,Slip-On,Regular,4511,10,4059.9,4.2,153,100,Low,Medium,Low,Very High,723,10,Phylon,Indoor,No,Winter,6-10,39,12,71,minimal
SH0113,Vans Lite Skate Shoes Navy,Vans,Shoes,skate shoes,Skate,Unisex,Navy,Canvas,Slip-On,Regular,5443,20,4354.4,4.6,178,100,Low,Medium,Medium,High,701,12,TPU,Court,No,All Season,7-11,115,1,35,rugged
SH0114,Bata Elite Oxfords Pink,Bata,Shoes,oxfords,Formal,Unisex,Pink,Canvas,Lace-Up,Regular,3121,20,2496.8,4.3,40,69,Low,High,High,High,792,4,Phylon,Court,No,Winter,5-9,183,9,64,retro
SH0115,ASICS Pulse Gym Trainers Beige,ASICS,Shoes,gym trainers,Training,Unisex,Beige,Canvas,Slip-On,Regular,7950,10,7155.0,4.2,191,100,Low,Low,Medium,Very High,518,8,PU,Road,Yes,Monsoon,7-11,125,6,56,rugged
SH0116,Campus Flow Road Running Shoes Maroon,Campus,Shoes,road running shoes,Running,Men,Maroon,Mesh,Velcro,Regular,2112,25,1584.0,4.3,71,100,High,Low,High,High,498,6,Rubber,Indoor,No,All Season,6-10,66,11,61,premium
SH0117,Red Tape Flow Casual Loafers Brown,Red Tape,Shoes,casual loafers,Casual,Women,Brown,Mesh,Slip-On,Regular,4556,15,3872.6,4.3,204,100,Medium,Medium,Low,Medium,569,8,Foam,Trail,No,All Season,4-7,136,9,81,sporty
SH0118,Woodland Air Casual Sneakers Tan,Woodland,Shoes,casual sneakers,Casual,Women,Tan,Synthetic,Velcro,Wide,6755,10,6079.5,4.0,266,100,Medium,Medium,Low,Medium,734,8,PU,Indoor,Yes,All Season,5-9,98,7,56,lightweight
SH0119,Bata Elite Slip-On Walkers Blue,Bata,Shoes,slip-on walkers,Walking,Men,Blue,PU,Elastic,Regular,4213,20,3370.4,4.0,74,92,Medium,Low,Low,Very High,427,8,TPU,Road,No,All Season,7-11,39,2,48,rugged
SH0120,Reebok Flex Road Running Shoes Navy,Reebok,Shoes,road running shoes,Running,Women,Navy,PU,Elastic,Slim,3418,15,2905.3,4.2,117,100,High,Medium,Low,Medium,489,10,EVA,Court,No,Summer,5-9,60,7,82,premium
SH0121,Reebok Lite Gym Trainers White,Reebok,Shoes,gym trainers,Training,Men,White,Synthetic,Lace-Up,Slim,4180,10,3762.0,4.4,45,100,Medium,High,Medium,High,627,10,Foam,Indoor,No,All Season,7-11,129,10,73,rugged
SH0122,Reebok Stride Slip-On Walkers Red,Reebok,Shoes,slip-on walkers,Walking,Men,Red,Rubberized knit,Elastic,Wide,7106,35,4618.9,4.0,68,83,High,Low,High,Very High,736,10,Rubber,Court,No,Winter,6-9,86,6,53,retro
SH0123,New Balance Flex Street Sneakers Brown,New Balance,Shoes,street sneakers,Lifestyle,Men,Brown,Leather,Lace-Up,Regular,9989,40,5993.4,4.0,55,100,High,Low,Medium,Medium,674,6,Phylon,Court,No,All Season,6-9,86,12,76,minimal
SH0124,Woodland Pulse Casual Loafers Olive,Woodland,Shoes,casual loafers,Casual,Boys,Olive,Leather,Buckle,Wide,3205,30,2243.5,4.7,349,100,Medium,Low,Low,High,600,12,Rubber,Road,No,Monsoon,1-5,96,11,70,rugged
SH0125,ASICS Flow Trail Running Shoes Maroon,ASICS,Shoes,trail running shoes,Running,Men,Maroon,Rubberized knit,Velcro,Regular,9389,10,8450.1,4.9,87,100,Max,Medium,Medium,High,556,8,Phylon,Road,No,Monsoon,6-10,37,7,51,everyday
SH0126,Nike Air Lifestyle Sneakers Grey,Nike,Shoes,lifestyle sneakers,Lifestyle,Men,Grey,Synthetic,Buckle,Regular,9245,20,7396.0,4.0,116,100,Medium,Medium,High,High,586,10,EVA,Trail,No,All Season,7-11,191,5,100,minimal
SH0127,Under Armour Lite Basketball Shoes Beige,Under Armour,Shoes,basketball shoes,Basketball,Men,Beige,Mesh,Slip-On,Regular,7069,5,6715.55,4.6,160,100,Medium,Medium,Medium,High,720,4,PU,All-Purpose,No,Monsoon,8-12,155,7,58,rugged
SH0128,Converse Pulse Retro Sneakers Grey,Converse,Shoes,retro sneakers,Lifestyle,Unisex,Grey,Synthetic,Elastic,Slim,5661,25,4245.75,4.5,141,100,Low,High,Low,Very High,727,6,PU,Trail,No,All Season,5-9,190,4,89,premium
SH0129,New Balance Pro Lifestyle Sneakers Black,New Balance,Shoes,lifestyle sneakers,Lifestyle,Women,Black,Rubberized knit,Velcro,Regular,6894,30,4825.8,4.3,231,100,High,Medium,Low,High,563,0,EVA,All-Purpose,No,Winter,4-7,142,1,57,minimal
SH0130,New Balance Flow Street Sneakers Brown,New Balance,Shoes,street sneakers,Lifestyle,Women,Brown,Synthetic,Buckle,Regular,9712,30,6798.4,4.3,102,85,Medium,Medium,Low,Medium,819,8,PU,Court,No,All Season,6-10,164,11,76,premium
SH0131,Campus Max School Shoes Brown,Campus,Shoes,school shoes,School,Boys,Brown,Mesh,Elastic,Regular,1833,10,1649.7,4.3,118,100,Low,Medium,High,Medium,632,12,Phylon,Road,No,Summer,1-5,114,12,70,lightweight
SH0132,Red Tape Move Formal Loafers Black,Red Tape,Shoes,formal loafers,Formal,Boys,Black,Leather,Slip-On,Regular,3513,25,2634.75,4.0,113,100,Low,Medium,Medium,Medium,582,6,Foam,Road,Yes,All Season,3-7,58,11,67,rugged
SH0133,New Balance Flow Road Running Shoes Tan,New Balance,Shoes,road running shoes,Running,Men,Tan,Leather,Slip-On,Regular,9670,15,8219.5,3.7,67,97,Max,Low,Medium,Very High,503,6,EVA,All-Purpose,No,All Season,7-11,213,9,63,minimal
SH0134,Puma Move Lifestyle Sneakers White,Puma,Shoes,lifestyle sneakers,Lifestyle,Girls,White,PU,Velcro,Slim,6965,30,4875.5,3.7,21,82,Low,Low,Medium,Medium,645,6,Foam,All-Purpose,No,Summer,1-5,89,4,46,sporty
SH0135,Adidas Flex Training Shoes Blue,Adidas,Shoes,training shoes,Training,Men,Blue,Canvas,Lace-Up,Wide,6110,15,5193.5,4.0,40,100,Low,Medium,High,Very High,769,12,Rubber,Road,Yes,All Season,7-11,159,5,63,fashion
SH0136,Mochi Move Wedges Blue,Mochi,Shoes,wedges,Heels,Women,Blue,Synthetic,Buckle,Regular,2683,40,1609.8,3.7,61,87,Low,Low,Medium,Medium,602,6,EVA,All-Purpose,No,All Season,6-10,134,7,60,sporty
SH0137,Reebok Max Road Running Shoes Grey,Reebok,Shoes,road running shoes,Running,Men,Grey,Mesh,Elastic,Regular,2838,20,2270.4,4.7,93,100,Low,Medium,Medium,Medium,619,6,Rubber,All-Purpose,No,Summer,6-10,140,11,73,minimal
SH0138,Puma Pro Training Shoes Grey,Puma,Shoes,training shoes,Training,Men,Grey,Rubberized knit,Buckle,Regular,5122,30,3585.4,4.4,252,100,High,Medium,High,Medium,751,4,Phylon,Road,No,All Season,7-11,162,2,63,minimal
SH0139,Adidas Edge Gym Trainers Pink,Adidas,Shoes,gym trainers,Training,Unisex,Pink,Mesh,Elastic,Regular,4523,35,2939.95,4.8,96,91,High,Low,Low,Very High,668,4,Rubber,All-Purpose,No,All Season,6-10,127,10,52,fashion
SH0140,New Balance Flow Comfort Walkers Blue,New Balance,Shoes,comfort walkers,Walking,Women,Blue,Knit,Slip-On,Regular,5887,35,3826.55,4.0,26,72,Medium,Low,High,High,550,4,Rubber,All-Purpose,No,All Season,5-9,5,4,36,sporty
SH0141,Woodland Prime Casual Sneakers Maroon,Woodland,Shoes,casual sneakers,Casual,Girls,Maroon,Leather,Elastic,Slim,6370,0,6370.0,4.3,50,93,Low,Medium,Low,Medium,740,10,Foam,Trail,Yes,All Season,3-7,119,8,44,sporty
SH0142,Clarks Elite Oxfords Grey,Clarks,Shoes,oxfords,Formal,Men,Grey,Knit,Buckle,Regular,9854,35,6405.1,4.1,101,100,Max,Low,High,Very High,650,6,Phylon,Road,No,Summer,8-12,5,6,60,sporty
SH0143,Liberty Pro Oxfords Grey,Liberty,Shoes,oxfords,Formal,Women,Grey,PU,Slip-On,Regular,1723,25,1292.25,4.1,350,100,Low,Low,Low,High,890,4,Foam,Road,Yes,All Season,5-9,85,6,75,everyday
SH0144,Converse Lite Skate Shoes Blue,Converse,Shoes,skate shoes,Skate,Girls,Blue,Suede,Buckle,Regular,5443,20,4354.4,4.2,63,100,Low,Low,High,Very High,636,6,PU,Trail,No,All Season,3-7,143,10,81,everyday
SH0145,Vans Air Casual Loafers Red,Vans,Shoes,casual loafers,Casual,Unisex,Red,Mesh,Lace-Up,Wide,5946,35,3864.9,4.0,250,100,High,Medium,High,Very High,858,12,PU,Trail,Yes,All Season,5-9,244,8,52,retro
SH0146,Puma Lite Training Shoes White,Puma,Shoes,training shoes,Training,Unisex,White,PU,Velcro,Regular,4797,20,3837.6,4.0,70,90,Medium,Medium,Low,High,488,12,TPU,Indoor,Yes,All Season,5-9,145,7,74,fashion
SH0147,Vans Elite Street Sneakers Grey,Vans,Shoes,street sneakers,Lifestyle,Unisex,Grey,Mesh,Lace-Up,Slim,4791,10,4311.9,4.9,333,100,Low,Low,Medium,Medium,723,4,Foam,All-Purpose,No,Monsoon,6-10,122,6,67,fashion
SH0148,Campus Pro Race-Day Shoes Brown,Campus,Shoes,race-day shoes,Running,Men,Brown,Mesh,Lace-Up,Regular,1701,15,1445.85,4.1,30,92,Max,Medium,Medium,Very High,786,0,Foam,Trail,No,All Season,6-9,158,3,56,lightweight
SH0149,Nike Pulse Lifestyle Sneakers Grey,Nike,Shoes,lifestyle sneakers,Lifestyle,Men,Grey,Mesh,Velcro,Wide,3732,25,2799.0,3.7,116,100,Medium,Low,High,High,779,8,EVA,Road,No,All Season,6-9,221,3,56,sporty
SH0150,ASICS Stride Trail Running Shoes Navy,ASICS,Shoes,trail running shoes,Running,Women,Navy,PU,Lace-Up,Regular,7908,30,5535.6,4.1,184,100,Medium,Medium,High,High,632,12,Foam,Indoor,No,Summer,4-8,25,10,91,everyday
SH0151,Skechers Air Lifestyle Sneakers Olive,Skechers,Shoes,lifestyle sneakers,Lifestyle,Women,Olive,PU,Elastic,Regular,4681,0,4681.0,4.3,140,100,High,Medium,High,Medium,556,4,EVA,All-Purpose,No,All Season,6-10,86,11,52,everyday
SH0152,Reebok Flex Walking Shoes Olive,Reebok,Shoes,walking shoes,Walking,Men,Olive,Leather,Velcro,Wide,5567,10,5010.3,4.4,76,100,Medium,High,Low,Very High,382,4,Phylon,Indoor,No,Summer,6-10,5,2,85,lightweight
SH0153,Converse Max Skate Shoes Red,Converse,Shoes,skate shoes,Skate,Boys,Red,Leather,Buckle,Regular,4060,20,3248.0,3.8,40,100,Medium,Low,Low,High,554,12,Rubber,All-Purpose,No,All Season,1-5,91,8,71,everyday
SH0154,Reebok Pulse Trail Running Shoes Tan,Reebok,Shoes,trail running shoes,Running,Men,Tan,PU,Lace-Up,Wide,4912,25,3684.0,4.2,40,100,Medium,Medium,Medium,Very High,547,6,Foam,Court,No,Summer,8-12,90,12,36,retro
SH0155,Vans Pulse Lifestyle Sneakers Maroon,Vans,Shoes,lifestyle sneakers,Lifestyle,Men,Maroon,Synthetic,Slip-On,Slim,6545,0,6545.0,4.5,77,100,Medium,Medium,Low,Very High,695,4,Rubber,Indoor,No,All Season,6-10,100,6,100,sporty
SH0156,Campus Flow Slip-On Walkers Tan,Campus,Shoes,slip-on walkers,Walking,Women,Tan,Mesh,Buckle,Regular,2357,20,1885.6,4.6,117,100,Medium,Low,High,Very High,495,10,EVA,Trail,No,All Season,5-9,108,4,63,rugged
SH0157,Puma Pulse Cross Trainers Pink,Puma,Shoes,cross trainers,Training,Men,Pink,Mesh,Slip-On,Regular,5485,25,4113.75,4.2,166,100,High,Low,Medium,Very High,665,12,TPU,Trail,No,Winter,6-9,124,4,29,rugged
SH0158,Bata Pro Formal Loafers Blue,Bata,Shoes,formal loafers,Formal,Girls,Blue,Synthetic,Buckle,Regular,3235,25,2426.25,4.5,13,100,Low,Low,Low,Very High,609,10,PU,All-Purpose,No,All Season,3-7,111,4,84,retro
SH0159,Skechers Lite Race-Day Shoes Black,Skechers,Shoes,race-day shoes,Running,Men,Black,Canvas,Velcro,Regular,6659,30,4661.3,3.8,64,100,Medium,Medium,Low,Very High,686,10,TPU,Indoor,No,All Season,7-11,108,11,68,everyday
SH0160,Fila Max Lifestyle Sneakers Tan,Fila,Shoes,lifestyle sneakers,Lifestyle,Men,Tan,Mesh,Velcro,Slim,4540,15,3859.0,4.3,128,100,Medium,High,High,Very High,776,12,Foam,Indoor,No,All Season,6-9,116,6,68,premium
SH0161,Fila Air Training Shoes Beige,Fila,Shoes,training shoes,Training,Boys,Beige,Synthetic,Elastic,Regular,5200,35,3380.0,4.6,155,100,High,Medium,High,High,539,12,Foam,Trail,No,All Season,3-7,218,8,44,sporty
SH0162,Adidas Edge Trail Running Shoes Navy,Adidas,Shoes,trail running shoes,Running,Women,Navy,Leather,Lace-Up,Regular,4488,5,4263.6,4.2,125,100,Medium,High,Low,Very High,496,8,TPU,Road,No,Summer,5-9,145,8,94,premium
SH0163,Campus Prime Slip-On Walkers Olive,Campus,Shoes,slip-on walkers,Walking,Unisex,Olive,Knit,Lace-Up,Regular,1969,10,1772.1,4.5,228,100,Medium,Medium,Medium,Medium,569,6,Phylon,Trail,No,All Season,7-11,155,10,77,sporty
SH0164,Clarks Elite Casual Loafers Grey,Clarks,Shoes,casual loafers,Casual,Women,Grey,Mesh,Buckle,Regular,10791,25,8093.25,4.1,108,100,Low,High,Medium,Medium,387,10,PU,Road,No,All Season,4-8,120,9,45,premium
SH0165,Under Armour Flex Basketball Shoes White,Under Armour,Shoes,basketball shoes,Basketball,Men,White,Leather,Buckle,Regular,11498,5,10923.1,3.9,49,44,Low,Medium,Low,Very High,847,8,Phylon,Indoor,Yes,All Season,6-10,81,7,41,lightweight
SH0166,Puma Flow Trail Running Shoes Grey,Puma,Shoes,trail running shoes,Running,Men,Grey,PU,Elastic,Wide,5952,20,4761.6,4.0,481,100,Medium,Medium,Low,High,854,0,Foam,Indoor,No,All Season,6-10,100,10,20,everyday
SH0167,Converse Pro Street Sneakers Red,Converse,Shoes,street sneakers,Lifestyle,Unisex,Red,Canvas,Buckle,Wide,2976,30,2083.2,3.6,203,100,Low,Medium,Low,Medium,721,6,Rubber,All-Purpose,Yes,All Season,7-11,203,1,75,everyday
SH0168,Under Armour Move Trail Running Shoes Beige,Under Armour,Shoes,trail running shoes,Running,Boys,Beige,Knit,Lace-Up,Regular,9803,20,7842.4,4.5,121,100,Medium,Low,Medium,High,433,10,Rubber,Road,No,All Season,1-5,116,12,51,rugged
SH0169,Adidas Flow Cross Trainers Navy,Adidas,Shoes,cross trainers,Training,Unisex,Navy,Synthetic,Velcro,Regular,2769,35,1799.85,4.2,49,70,High,High,Medium,Very High,664,0,EVA,Indoor,No,All Season,7-11,130,12,90,sporty
SH0170,Bata Prime School Shoes Blue,Bata,Shoes,school shoes,School,Girls,Blue,Synthetic,Elastic,Regular,1514,25,1135.5,3.9,192,100,Medium,Low,Low,Very High,443,12,PU,All-Purpose,No,Summer,2-6,106,3,74,minimal
SH0171,Crocs Flow Casual Loafers Blue,Crocs,Shoes,casual loafers,Casual,Women,Blue,Rubberized knit,Lace-Up,Regular,2808,5,2667.6,3.7,65,95,Medium,Medium,Medium,Medium,557,8,Foam,Road,No,All Season,4-7,24,12,72,sporty
SH0172,Skechers Pulse Street Sneakers White,Skechers,Shoes,street sneakers,Lifestyle,Men,White,PU,Elastic,Regular,6448,30,4513.6,4.3,258,100,High,Medium,Medium,High,715,10,Phylon,Court,No,Summer,8-12,94,10,67,sporty
SH0173,Campus Stride Walking Shoes Grey,Campus,Shoes,walking shoes,Walking,Unisex,Grey,Mesh,Velcro,Wide,2138,10,1924.2,4.2,60,83,Max,Medium,Medium,Very High,408,4,Rubber,Indoor,Yes,All Season,5-9,35,7,96,lightweight
SH0174,Campus Air Slip-On Walkers Pink,Campus,Shoes,slip-on walkers,Walking,Men,Pink,PU,Elastic,Regular,1711,30,1197.7,3.9,186,100,High,Medium,Medium,High,573,12,TPU,Court,No,All Season,7-11,194,9,52,rugged
SH0175,Campus Prime Walking Shoes Beige,Campus,Shoes,walking shoes,Walking,Women,Beige,Synthetic,Velcro,Regular,1629,40,977.4,5.0,43,100,Medium,High,High,Very High,440,10,PU,Trail,No,Winter,6-10,158,12,72,retro
SH0176,Campus Flow School Shoes Red,Campus,Shoes,school shoes,School,Girls,Red,Canvas,Slip-On,Wide,1935,15,1644.75,4.2,89,100,Medium,High,Medium,Very High,395,8,Phylon,Court,No,All Season,3-7,252,7,54,lightweight
SH0177,Puma Flex Training Shoes Black,Puma,Shoes,training shoes,Training,Women,Black,Leather,Lace-Up,Regular,4425,25,3318.75,5.0,56,100,Medium,High,Low,High,551,6,EVA,Court,No,Summer,5-9,220,8,55,lightweight
SH0178,Red Tape Flow Slip-On Walkers Maroon,Red Tape,Shoes,slip-on walkers,Walking,Men,Maroon,Knit,Lace-Up,Wide,4734,15,4023.9,4.1,86,92,Medium,High,High,High,384,10,TPU,Court,No,All Season,8-12,59,4,53,rugged
SH0179,Red Tape Pulse Comfort Walkers Maroon,Red Tape,Shoes,comfort walkers,Walking,Unisex,Maroon,Rubberized knit,Velcro,Regular,3339,15,2838.15,3.9,117,80,Max,Low,High,Very High,337,4,EVA,Court,Yes,All Season,5-9,139,6,80,lightweight
SH0180,Nike Lite Basketball Shoes Pink,Nike,Shoes,basketball shoes,Basketball,Unisex,Pink,Synthetic,Velcro,Regular,6892,5,6547.4,4.6,42,100,Medium,Medium,Medium,High,643,8,PU,Trail,No,All Season,5-9,145,2,52,premium
SH0181,Under Armour Edge Trail Running Shoes Beige,Under Armour,Shoes,trail running shoes,Running,Men,Beige,Synthetic,Elastic,Wide,9176,25,6882.0,4.2,145,100,Max,Low,Medium,High,591,10,Foam,Trail,No,All Season,8-12,130,2,39,sporty
SH0182,Nike Stride Basketball Shoes Red,Nike,Shoes,basketball shoes,Basketball,Women,Red,PU,Slip-On,Regular,4560,10,4104.0,3.9,236,100,Low,Low,High,Very High,522,8,Phylon,Indoor,No,All Season,4-7,156,2,45,retro
SH0183,Under Armour Flex Cross Trainers Black,Under Armour,Shoes,cross trainers,Training,Unisex,Black,Synthetic,Velcro,Regular,10467,20,8373.6,4.2,504,100,Low,Low,Low,Medium,569,10,Rubber,Indoor,No,Monsoon,7-11,131,11,59,premium
SH0184,Campus Prime Comfort Walkers Maroon,Campus,Shoes,comfort walkers,Walking,Women,Maroon,PU,Velcro,Wide,2022,20,1617.6,4.4,194,100,Low,High,Low,Medium,577,8,Rubber,Trail,No,All Season,5-9,40,7,31,lightweight
SH0185,Reebok Air Comfort Walkers Black,Reebok,Shoes,comfort walkers,Walking,Women,Black,Synthetic,Elastic,Regular,2835,30,1984.5,3.4,130,100,Low,Medium,Low,High,485,6,Foam,Road,Yes,All Season,6-10,119,3,80,fashion
SH0186,Adidas Lite Football Boots Olive,Adidas,Shoes,football boots,Football,Boys,Olive,Synthetic,Elastic,Regular,5659,25,4244.25,4.5,81,100,Medium,Low,Low,High,679,6,Rubber,Indoor,No,All Season,2-6,139,4,52,sporty
SH0187,Woodland Flex Hiking Boots Blue,Woodland,Shoes,hiking boots,Hiking,Women,Blue,PU,Buckle,Regular,5249,15,4461.65,3.9,144,100,Low,Medium,Medium,High,811,8,EVA,Road,Yes,All Season,4-8,121,9,64,sporty
SH0188,Fila Flow Race-Day Shoes Maroon,Fila,Shoes,race-day shoes,Running,Men,Maroon,PU,Lace-Up,Slim,4638,10,4174.2,4.2,176,100,High,High,Medium,Very High,448,8,Foam,Court,No,Summer,8-12,153,8,65,lightweight
SH0189,Skechers Flow Street Sneakers Navy,Skechers,Shoes,street sneakers,Lifestyle,Boys,Navy,Synthetic,Elastic,Regular,4022,30,2815.4,4.1,64,92,Medium,Low,Low,Very High,551,4,PU,All-Purpose,No,All Season,1-5,123,10,74,retro
SH0190,Red Tape Move Derbies Tan,Red Tape,Shoes,derbies,Formal,Men,Tan,Knit,Slip-On,Regular,3775,5,3586.25,4.2,24,65,Low,Low,High,High,864,6,PU,Trail,No,All Season,7-11,111,5,43,everyday
SH0191,Skechers Stride Trail Running Shoes White,Skechers,Shoes,trail running shoes,Running,Women,White,Synthetic,Buckle,Wide,8036,0,8036.0,4.6,85,100,Medium,Medium,Medium,High,429,8,PU,Road,No,Monsoon,5-9,128,5,58,retro
SH0192,Skechers Air Lifestyle Sneakers Brown,Skechers,Shoes,lifestyle sneakers,Lifestyle,Unisex,Brown,PU,Lace-Up,Regular,5166,25,3874.5,4.1,112,100,Medium,Low,Low,Very High,792,6,Rubber,Road,Yes,All Season,6-10,120,10,72,everyday
SH0193,Liberty Elite Derbies Beige,Liberty,Shoes,derbies,Formal,Women,Beige,Canvas,Buckle,Slim,2943,10,2648.7,3.7,16,90,High,High,Medium,High,531,8,Foam,Court,No,All Season,6-10,37,3,60,rugged
SH0194,Adidas Prime Retro Sneakers White,Adidas,Shoes,retro sneakers,Lifestyle,Women,White,Knit,Buckle,Regular,2561,10,2304.9,4.4,169,100,Low,Medium,High,High,607,12,Foam,Court,No,All Season,4-8,5,9,55,lightweight
SH0195,New Balance Flex Race-Day Shoes Black,New Balance,Shoes,race-day shoes,Running,Women,Black,PU,Buckle,Regular,4456,20,3564.8,4.3,98,100,Medium,Low,Medium,High,588,10,Foam,Indoor,No,Summer,6-10,127,10,47,fashion
SH0196,New Balance Max Road Running Shoes Olive,New Balance,Shoes,road running shoes,Running,Men,Olive,Leather,Slip-On,Regular,7030,30,4921.0,4.2,51,84,High,Low,Medium,High,763,8,Phylon,All-Purpose,No,All Season,6-9,66,5,61,retro
SH0197,Bata Move School Shoes Grey,Bata,Shoes,school shoes,School,Boys,Grey,Leather,Elastic,Regular,1678,30,1174.6,3.6,278,100,Medium,Medium,Low,High,487,10,Phylon,All-Purpose,No,Summer,1-5,79,8,83,everyday
SH0198,Puma Elite Gym Trainers Beige,Puma,Shoes,gym trainers,Training,Boys,Beige,Canvas,Lace-Up,Regular,6913,5,6567.35,4.4,70,100,Max,Low,Low,Medium,527,8,Phylon,Court,No,All Season,2-6,83,7,78,lightweight
SH0199,Campus Air School Shoes Pink,Campus,Shoes,school shoes,School,Unisex,Pink,Synthetic,Lace-Up,Regular,2758,15,2344.3,4.7,101,100,Medium,Medium,Low,Medium,891,6,EVA,Road,No,All Season,6-10,147,1,52,minimal
SH0200,Converse Elite Canvas Shoes Beige,Converse,Shoes,canvas shoes,Casual,Women,Beige,Knit,Lace-Up,Slim,4536,40,2721.6,4.1,113,86,Low,Low,Medium,Very High,481,6,Rubber,Road,No,All Season,5-9,61,7,86,lightweight
SH0201,Skechers Elite Comfort Walkers Red,Skechers,Shoes,comfort walkers,Walking,Men,Red,Leather,Lace-Up,Wide,3989,25,2991.75,4.4,228,100,Max,High,Medium,High,408,10,TPU,All-Purpose,No,Winter,6-9,179,8,51,fashion
SH0202,Adidas Stride Trail Running Shoes Grey,Adidas,Shoes,trail running shoes,Running,Unisex,Grey,Canvas,Slip-On,Wide,8379,20,6703.2,4.1,83,100,Medium,Medium,Medium,Very High,826,4,TPU,All-Purpose,No,All Season,6-10,153,6,73,fashion
SH0203,Adidas Pro Turf Shoes Grey,Adidas,Shoes,turf shoes,Football,Unisex,Grey,Suede,Velcro,Regular,4719,25,3539.25,4.5,103,100,Low,Low,Medium,Medium,714,10,Phylon,All-Purpose,Yes,Monsoon,6-10,211,9,74,lightweight
SH0204,Woodland Lite Trekking Shoes Olive,Woodland,Shoes,trekking shoes,Hiking,Women,Olive,Knit,Slip-On,Slim,6964,35,4526.6,4.1,55,72,Low,Medium,Medium,Very High,586,6,Phylon,Court,Yes,All Season,4-8,5,8,100,fashion
SH0205,Campus Air Race-Day Shoes Blue,Campus,Shoes,race-day shoes,Running,Men,Blue,Synthetic,Velcro,Regular,2162,20,1729.6,4.1,123,100,Medium,Medium,High,High,542,8,TPU,All-Purpose,No,All Season,7-11,171,10,54,premium
SH0206,Vans Max Retro Sneakers Olive,Vans,Shoes,retro sneakers,Lifestyle,Boys,Olive,Synthetic,Buckle,Regular,5144,35,3343.6,4.1,306,100,High,Medium,Medium,Medium,700,10,EVA,Trail,No,All Season,3-7,164,8,76,lightweight
SH0207,Nike Elite Race-Day Shoes Grey,Nike,Shoes,race-day shoes,Running,Men,Grey,PU,Buckle,Wide,6420,15,5457.0,3.7,131,99,Low,Medium,Low,High,706,4,Foam,Indoor,No,Summer,7-11,88,4,75,rugged
SH0208,Hush Puppies Flex Casual Loafers Olive,Hush Puppies,Shoes,casual loafers,Casual,Women,Olive,Synthetic,Buckle,Wide,4813,15,4091.05,4.3,327,100,Medium,Low,Medium,Medium,348,10,Foam,Road,No,Summer,5-9,276,2,75,lightweight
SH0209,Reebok Move Slip-On Walkers Beige,Reebok,Shoes,slip-on walkers,Walking,Unisex,Beige,Canvas,Velcro,Wide,5064,35,3291.6,4.3,245,100,High,High,High,High,568,10,Foam,Road,No,All Season,5-9,111,12,42,everyday
SH0210,Skechers Prime Walking Shoes Tan,Skechers,Shoes,walking shoes,Walking,Girls,Tan,Synthetic,Lace-Up,Slim,4284,20,3427.2,4.0,150,100,Medium,High,Low,High,544,6,PU,All-Purpose,Yes,Monsoon,1-5,143,3,43,sporty
